id,source_type,place_id,place_title,type,review,text,thumbnail,original,link,rating,local_guide,date,lat,lon
reviews_346,reviews,ChIJP7C1Szu1fkcRLvwwPwPBCAw,Parco Giochi,City park,,Molto bello il posto e molte le attività che si possono svolgere al suo interno.Per chi ha bambini molto consigliato.Non do 5 stelle poiché alcune fontane sono rotte e i servizi igienici non puliti.Inoltre in questo periodo fino al 5/11/19 la mostra nel teatro vicino al laghetto e ai tavoli del ping-pong é molto bella e interattiva.,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMwcmZHeDNnRRAB!2m1!1s0x0:0xc08c1033f30fc2e!3m1!1s2@1:CIHM0ogKEICAgIC0rfGx3gE%7CCgwIkKDo7AUQ4P321wM%7C?hl=en-US,4.0,True,,45.496940699999996,12.261163999999999
reviews_347,reviews,ChIJ712-gfqtfkcRxwdZ3FxxRUU,Parco Mazzorbo,City park,,A great place in Mazzorbo to relax away from most of the tourists. It's not very big but if you have small children it's a good place for them to have fun at the playground or for a break out of Burano.,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25SUGVFdEVUMEpaVjJkdFVUQk9halI2WVVOQlVtYxAB!2m1!1s0x0:0x4545715cdc5907c7!3m1!1s2@1:CAIQACodChtycF9oOnRPeEtET0JZV2dtUTBOajR6YUNBUmc%7C0c_RoDtZkOK%7C?hl=en-US,5.0,True,,45.4891697,12.4125743
reviews_348,reviews,ChIJ712-gfqtfkcRxwdZ3FxxRUU,Parco Mazzorbo,City park,,"Quiet, perfect to catch a break between crowded Venice and colourful Burano",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4bTdtYnBBRRAB!2m1!1s0x0:0x4545715cdc5907c7!3m1!1s2@1:CIHM0ogKEICAgIDxm7mbpAE%7CCgsIiMKspAYQqICZNw%7C?hl=en-US,5.0,True,,45.4891697,12.4125743
reviews_349,reviews,ChIJ712-gfqtfkcRxwdZ3FxxRUU,Parco Mazzorbo,City park,,,https://lh3.googleusercontent.com/geougc-cs/AMBA38srC3NyYaaGuCHgVNaEDizTuP10Mxzwmx5T9bHuoVF27k1mtDlnYQpP6zaYSDIqjjOHRrNIv5qxTJ-QfuAQJUuSKhizD1XsKCzF9H4UDWaXIxG3hkBQ3cJ0_uJaVPDECV_jKHtiNZf6S34,https://lh3.googleusercontent.com/geougc-cs/AMBA38srC3NyYaaGuCHgVNaEDizTuP10Mxzwmx5T9bHuoVF27k1mtDlnYQpP6zaYSDIqjjOHRrNIv5qxTJ-QfuAQJUuSKhizD1XsKCzF9H4UDWaXIxG3hkBQ3cJ0_uJaVPDECV_jKHtiNZf6S34,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xsS1pWRm9SVU5JZDBSa05FRlRPVFJOUzNSWlMyYxAB!2m1!1s0x0:0x4545715cdc5907c7!3m1!1s2@1:CAIQACodChtycF9oOllKZVFoRUNId0RkNEFTOTRNS3RZS2c%7C0clHxtog09W%7C?hl=en-US,5.0,True,,45.4891697,12.4125743
reviews_350,reviews,ChIJ712-gfqtfkcRxwdZ3FxxRUU,Parco Mazzorbo,City park,,"Piccola oasi di verde che si trova tra la fermata del vaporetto ed il ponte per Burano.
Al suo interno, ci sono i resti della chiesa di San Michele Arcangelo ( ne rimane 6na cappella e l'alto campanile...).",https://lh3.googleusercontent.com/geougc-cs/AMBA38u2WX0v7O5uZN9hoN5gpq27THTrDN75rBE8qx2xZiGXOOhzMPn21tLfUA8_47TyyWUVesubAswSzE1pLg5bNbLqM6tQjmSUzHuDpHbhu2wWEVIQyyXBa4A6NJkwsawfZ3tToS6_dGpccFCZ,https://lh3.googleusercontent.com/geougc-cs/AMBA38u2WX0v7O5uZN9hoN5gpq27THTrDN75rBE8qx2xZiGXOOhzMPn21tLfUA8_47TyyWUVesubAswSzE1pLg5bNbLqM6tQjmSUzHuDpHbhu2wWEVIQyyXBa4A6NJkwsawfZ3tToS6_dGpccFCZ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xGSVIyeDVSV2hIYUVGYVMzSjZNa1pWU1c5SFJsRRAB!2m1!1s0x0:0x4545715cdc5907c7!3m1!1s2@1:CAIQACodChtycF9oOlFIR2x5RWhHaEFaS3J6MkZVSW9HRlE%7C0cydXJSoFxt%7C?hl=en-US,3.0,True,,45.4891697,12.4125743
reviews_351,reviews,ChIJ712-gfqtfkcRxwdZ3FxxRUU,Parco Mazzorbo,City park,,"Il parco di Mazzorbo si trova a poche decine di metri dalla fermata ""Mazzorbo"" del Vaporetto. Il parco, non grandissimo, è però ben tenuto, ben ventilato per la sua posizione a nordovest dell'isola. È ideale per riposare e stare in tranquillità, soprattutto quando la calca di Burano diventa insostenibile. Un muricciolo divide il parco dai vigneti di Venissa.",https://lh3.googleusercontent.com/geougc-cs/AMBA38tCI_BDMeqj3kL58TWF0TplvPy34i1nlRiaFe8So5fKHbPUhEWM09CY_lWAgPgk5fKJeuZOyZRX_Ft6WkiQNd7-TdYaQtq2Pt2FEteXV7FXyI1j-wAcBabDE6ia03cC7Af0vgM,https://lh3.googleusercontent.com/geougc-cs/AMBA38tCI_BDMeqj3kL58TWF0TplvPy34i1nlRiaFe8So5fKHbPUhEWM09CY_lWAgPgk5fKJeuZOyZRX_Ft6WkiQNd7-TdYaQtq2Pt2FEteXV7FXyI1j-wAcBabDE6ia03cC7Af0vgM,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPMmJhaHdBRRAB!2m1!1s0x0:0x4545715cdc5907c7!3m1!1s2@1:CIHM0ogKEICAgICO2bahwAE%7CCgsI2seglQYQkMz-bw%7C?hl=en-US,5.0,True,,45.4891697,12.4125743
reviews_352,reviews,ChIJ712-gfqtfkcRxwdZ3FxxRUU,Parco Mazzorbo,City park,,"Parco di dimensioni medio piccole, molto curato, attrezzato e rilassante,
posizione magnifica!!!
La vista spazia da Torcello a Burano e Treporti
e' sempre arieggiato da brezza marina e vicino a ristoranti ottimi e ad altre aree verdi, nonché a pochi minuti dal centro di Burano, che offre tutti i servizi.
Bellissimo❤️",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHcWMzTkRnEAE!2m1!1s0x0:0x4545715cdc5907c7!3m1!1s2@1:CIHM0ogKEICAgICGqc3NDg%7C0cOMMJt9iN4%7C?hl=en-US,5.0,True,,45.4891697,12.4125743
reviews_353,reviews,ChIJ712-gfqtfkcRxwdZ3FxxRUU,Parco Mazzorbo,City park,,"Parc au calme, très peu fréquenté, idéal pour se reposer.",https://lh3.googleusercontent.com/geougc-cs/AMBA38tT-5A-LZ_Si09qp2WLGa232z8F9Ede_bMqYLH4fn_ZxY9aqX1Xmq7VhYkfmY2BvCCuKa2hC51JGCwAJxqkCuYXSH72ga8-JuMm0ii4aDyltfHvkWrM26yWF5q7Xlb0XllaWKQWcw,https://lh3.googleusercontent.com/geougc-cs/AMBA38tT-5A-LZ_Si09qp2WLGa232z8F9Ede_bMqYLH4fn_ZxY9aqX1Xmq7VhYkfmY2BvCCuKa2hC51JGCwAJxqkCuYXSH72ga8-JuMm0ii4aDyltfHvkWrM26yWF5q7Xlb0XllaWKQWcw,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN6cF9TalFBEAE!2m1!1s0x0:0x4545715cdc5907c7!3m1!1s2@1:CIHM0ogKEICAgICzp_SjQA%7CCgwIqqmDswYQiNO0yAE%7C?hl=en-US,5.0,True,,45.4891697,12.4125743
reviews_354,reviews,ChIJ712-gfqtfkcRxwdZ3FxxRUU,Parco Mazzorbo,City park,,穏やかな公園。子供たちが遊んでいた。水が出るので手を洗ったりすることができます。,https://lh3.googleusercontent.com/geougc-cs/AMBA38sa7-rXqNHzgrcNHAbm-SglqrtKywTESNAukZUgsjWfdLOLh_RhoMauiiHMJwhvHvPvvIy_OqfrZDorAs7ii3i_EzcqnIMwAJnANd7fhC6--Kc6vy2oIaCj-0WkXRu-QAwD7zAprg,https://lh3.googleusercontent.com/geougc-cs/AMBA38sa7-rXqNHzgrcNHAbm-SglqrtKywTESNAukZUgsjWfdLOLh_RhoMauiiHMJwhvHvPvvIy_OqfrZDorAs7ii3i_EzcqnIMwAJnANd7fhC6--Kc6vy2oIaCj-0WkXRu-QAwD7zAprg,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURudllYSEZnEAE!2m1!1s0x0:0x4545715cdc5907c7!3m1!1s2@1:CIHM0ogKEICAgIDnvYXHFg%7CCgsI7vuXuAYQwOyeYA%7C?hl=en-US,5.0,True,,45.4891697,12.4125743
reviews_355,reviews,ChIJDe-DJVupfkcRLfBfP3FOzJ4,Beach Marina di Venezia,Park,,Very clean beach and always got a bed to relax on on problem was is that if your going to eat or drink anything be prepared for wasps,https://lh3.googleusercontent.com/geougc-cs/AMBA38vwxu6kgQVNn1HveST5hbwpDpqjI8gMCDaYfmJvR1SWcK4uBr8ohyviw7OoJLBICH6UTwwYBcVbKrNoif6eJZKx2swQJD0D-BTYS-gGlzfxsbyW5TMCn5IxGP-QxrKDEoRLO0LoiZ6hxzQY,https://lh3.googleusercontent.com/geougc-cs/AMBA38vwxu6kgQVNn1HveST5hbwpDpqjI8gMCDaYfmJvR1SWcK4uBr8ohyviw7OoJLBICH6UTwwYBcVbKrNoif6eJZKx2swQJD0D-BTYS-gGlzfxsbyW5TMCn5IxGP-QxrKDEoRLO0LoiZ6hxzQY,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xrM1pUbDNNREpGZUU5NmQyTnlOVE5NYTJScVVXYxAB!2m1!1s0x0:0x9ecc4e713f5ff02d!3m1!1s2@1:CAIQACodChtycF9oOlk3ZTl3MDJFeE96d2NyNTNMa2RqUWc%7C0cqWetp7YaB%7C?hl=en-US,5.0,True,,45.4347116,12.445526599999999
reviews_356,reviews,ChIJDe-DJVupfkcRLfBfP3FOzJ4,Beach Marina di Venezia,Park,,"Nice and clean beach, see in not deep.",https://lh3.googleusercontent.com/geougc-cs/AMBA38v0y150f_rLgLiYlDddK6Dm-zPr8wIBqSOYbebp8N8Fmfasvmju7l-_tXAjipHf50-MdeDZxpH_PZkyLm7_HAFte7gqPYr3kIYNjMbOJL6Ev8ogfr14FL2BbXwe5Stk7VUJAoy6fA,https://lh3.googleusercontent.com/geougc-cs/AMBA38v0y150f_rLgLiYlDddK6Dm-zPr8wIBqSOYbebp8N8Fmfasvmju7l-_tXAjipHf50-MdeDZxpH_PZkyLm7_HAFte7gqPYr3kIYNjMbOJL6Ev8ogfr14FL2BbXwe5Stk7VUJAoy6fA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQQ1FsdUdldjl1MnBBRRAB!2m1!1s0x0:0x9ecc4e713f5ff02d!3m1!1s2@1:CIHM0ogKEPCQluGev9u2pAE%7CCgwI6p6nwgYQ-PuV0wE%7C?hl=en-US,5.0,True,,45.4347116,12.445526599999999
reviews_357,reviews,ChIJDe-DJVupfkcRLfBfP3FOzJ4,Beach Marina di Venezia,Park,,Very high quality services offered on the beach.,https://lh3.googleusercontent.com/geougc-cs/AMBA38uHPRDnUizOaTRyEf4Q8vyUR1TrlA76j9AsFVaHErr_k0bCIZL_cIqLDYvILPL9Xhd0QQYE7ElOgIOPkqddp1RKWyplZg4Emu9fi5GIFEB7jdV_isiSWa4-rzzRuw4noCateSMo-Q,https://lh3.googleusercontent.com/geougc-cs/AMBA38uHPRDnUizOaTRyEf4Q8vyUR1TrlA76j9AsFVaHErr_k0bCIZL_cIqLDYvILPL9Xhd0QQYE7ElOgIOPkqddp1RKWyplZg4Emu9fi5GIFEB7jdV_isiSWa4-rzzRuw4noCateSMo-Q,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwbk4tQWt3RRAB!2m1!1s0x0:0x9ecc4e713f5ff02d!3m1!1s2@1:CIHM0ogKEICAgICpnN-AkwE%7CCgwI8uG6pgYQiIXDogE%7C?hl=en-US,5.0,True,,45.4347116,12.445526599999999
reviews_358,reviews,ChIJDe-DJVupfkcRLfBfP3FOzJ4,Beach Marina di Venezia,Park,,"About as sorted as a site can be . Really a small town with various districts and a tastefully designed shopping/restaurant  area . Expensive but worth it.  The zoning off of dog owning campers is genius and should be emulated by all sites. Result is deeply relaxing, quiet, positive place to be  - with of course easy access by boat to Venezia.",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNlOHVEX3lnRRAB!2m1!1s0x0:0x9ecc4e713f5ff02d!3m1!1s2@1:CIHM0ogKEICAgICe8uD_ygE%7CCgwIqM_ymAYQyPbbuwI%7C?hl=en-US,5.0,True,,45.4347116,12.445526599999999
reviews_359,reviews,ChIJDe-DJVupfkcRLfBfP3FOzJ4,Beach Marina di Venezia,Park,,"Great beach for kids. Lots of activities available. Clean, shallow water. Great on beach facilities. Highly recommended 👌",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPX3VIbmNBEAE!2m1!1s0x0:0x9ecc4e713f5ff02d!3m1!1s2@1:CIHM0ogKEICAgICO_uHncA%7CCgwIlpGSlQYQyLO-3QE%7C?hl=en-US,5.0,True,,45.4347116,12.445526599999999
reviews_360,reviews,ChIJDe-DJVupfkcRLfBfP3FOzJ4,Beach Marina di Venezia,Park,,Top,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNicWRXVm93RRAB!2m1!1s0x0:0x9ecc4e713f5ff02d!3m1!1s2@1:CIHM0ogKEICAgICbqdWVowE%7CCgwIxJ6atQYQ8OTBiAI%7C?hl=en-US,5.0,True,,45.4347116,12.445526599999999
reviews_361,reviews,ChIJDe-DJVupfkcRLfBfP3FOzJ4,Beach Marina di Venezia,Park,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOTVUwWlpXbU16WjFOQlpXVnRZV3RxWDNsNGRYYxAB!2m1!1s0x0:0x9ecc4e713f5ff02d!3m1!1s2@1:CAIQACodChtycF9oOlNMU0ZZWmMzZ1NBZWVtYWtqX3l4dXc%7C0ccBXzmGgkv%7C?hl=en-US,5.0,True,,45.4347116,12.445526599999999
reviews_362,reviews,ChIJDe-DJVupfkcRLfBfP3FOzJ4,Beach Marina di Venezia,Park,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25WbGRVOXdWVlJSZDBzM1NHOXNTV2xvVVV0aE4zYxAB!2m1!1s0x0:0x9ecc4e713f5ff02d!3m1!1s2@1:CAIQACodChtycF9oOnVldU9wVVRRd0s3SG9sSWloUUthN3c%7C0cRUPNQZ-sf%7C?hl=en-US,5.0,True,,45.4347116,12.445526599999999
reviews_363,reviews,ChIJR8MUVXWtfkcRUX4yBFO9YtU,Parco Emmer,Park,,"Its a good place for playing , infact you a football camp and a basket camp, and you have also enought space for doing other things.",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDb096XzdnRRAB!2m1!1s0x0:0xd562bd5304327e51!3m1!1s2@1:CIHM0ogKEICAgIDCoOz_7gE%7CCgwIqefp-gUQ6KvJrgM%7C?hl=en-US,5.0,True,,45.4672804,12.218355599999999
reviews_364,reviews,ChIJR8MUVXWtfkcRUX4yBFO9YtU,Parco Emmer,Park,,🖤,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1c2M2Tmh3RRAB!2m1!1s0x0:0xd562bd5304327e51!3m1!1s2@1:CIHM0ogKEICAgIDusc6NhwE%7CCgsIqreSmAYQ0NCxIA%7C?hl=en-US,5.0,True,,45.4672804,12.218355599999999
reviews_365,reviews,ChIJR8MUVXWtfkcRUX4yBFO9YtU,Parco Emmer,Park,,Next stop EMMMMMERRRR,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNReUlmbGlBRRAB!2m1!1s0x0:0xd562bd5304327e51!3m1!1s2@1:CIHM0ogKEICAgICQyIfliAE%7CCgsIu5D5zQUQgPWyDA%7C?hl=en-US,5.0,True,,45.4672804,12.218355599999999
reviews_366,reviews,ChIJR8MUVXWtfkcRUX4yBFO9YtU,Parco Emmer,Park,,"Il parco Emmer, come avrebbero voluto da sempre abitanti e frequentatori, sta lentamente diventando una delle aree verdi più apprezzate del quartiere. Il parco si trova in Via P.Cornaglia a poca distanza dal Centro Commerciale Panorama. Il bellissimo parco offre un posto meraviglioso per rilassarsi, fare jogging, fare una piacevole passeggiata, divertirsi con i bambini o giocare a calcetto. Il parco prende il nome dal famoso architetto Pietro Emilio Emmer che costruì gran parte di Marghera nel 1919. Ha prestato particolare attenzione alle aree verdi e ai parchi.",https://lh3.googleusercontent.com/geougc-cs/AMBA38tjLF3lhA8w-uoAfW_ZHpuCulLlMG4kn7YLsuYHdy1fl8jrr-j0fu_9G6yx5OW_5iuZzxdSXFCjXpPqj0HZ-aRcfefttvUanP2SaDYhhGAgijjXRlAHbCudrU6jWThmudI91QQ,https://lh3.googleusercontent.com/geougc-cs/AMBA38tjLF3lhA8w-uoAfW_ZHpuCulLlMG4kn7YLsuYHdy1fl8jrr-j0fu_9G6yx5OW_5iuZzxdSXFCjXpPqj0HZ-aRcfefttvUanP2SaDYhhGAgijjXRlAHbCudrU6jWThmudI91QQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLcC1faHlRRRAB!2m1!1s0x0:0xd562bd5304327e51!3m1!1s2@1:CIHM0ogKEICAgICKp-_hyQE%7CCgwIg9iBhAYQiNjXmgM%7C?hl=en-US,5.0,True,,45.4672804,12.218355599999999
reviews_367,reviews,ChIJR8MUVXWtfkcRUX4yBFO9YtU,Parco Emmer,Park,,"Splendido parco, ben tenuto, molti alberi, ombra, e panchine.",https://lh3.googleusercontent.com/geougc-cs/AMBA38vSe0nLTm-S1WiQShzarzs_b4s3GG4j8UNFML0HBc7-eImh8pljhknmP8P6iIXg0YsgcRRKGMS9vV9tELf3cJOSCqjt0CQigzczDN0VbRw9E6D-kj_ByBfwLo1YiGO5Q15_BtPu0Q,https://lh3.googleusercontent.com/geougc-cs/AMBA38vSe0nLTm-S1WiQShzarzs_b4s3GG4j8UNFML0HBc7-eImh8pljhknmP8P6iIXg0YsgcRRKGMS9vV9tELf3cJOSCqjt0CQigzczDN0VbRw9E6D-kj_ByBfwLo1YiGO5Q15_BtPu0Q,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURicS1USlhREAE!2m1!1s0x0:0xd562bd5304327e51!3m1!1s2@1:CIHM0ogKEICAgIDbq-TJXQ%7CCgsIpbXYtQYQoOfifg%7C?hl=en-US,5.0,True,,45.4672804,12.218355599999999
reviews_368,reviews,ChIJR8MUVXWtfkcRUX4yBFO9YtU,Parco Emmer,Park,,Parco ben tenuto anche se l'erba bisognerebbe tagliarla più spesso.,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNvdWVHSC1RRRAB!2m1!1s0x0:0xd562bd5304327e51!3m1!1s2@1:CIHM0ogKEICAgMCoueGH-QE%7CCgsI-vqIwAYQgKXfdQ%7C?hl=en-US,5.0,True,,45.4672804,12.218355599999999
reviews_369,reviews,ChIJR8MUVXWtfkcRUX4yBFO9YtU,Parco Emmer,Park,,"Parco alternativo per buone camminate vicino zona 'panorama' e fermata Emmer del tram, dotato di strutture per sport credo gestite da Honos ..Buona area parcheggio a disposizione in via Corvaglia..Io frequento soprattutto la zona del chiosco ' Era Ora 'che rende allegre molte serate con spettacoli musicali , band. Karaoke ,panini, grigliate giochi da tavolo (es. Scacchi) Da visitare prossimo evento Karafesta giovedi prossimo.
Interessanti idee anche per il periodo invernale sono in cantiere ..",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaZ1ktNVpREAE!2m1!1s0x0:0xd562bd5304327e51!3m1!1s2@1:CIHM0ogKEICAgICZgY-5ZQ%7CCgsIpsb9pwYQ6KeZAg%7C?hl=en-US,4.0,True,,45.4672804,12.218355599999999
reviews_370,reviews,ChIJR8MUVXWtfkcRUX4yBFO9YtU,Parco Emmer,Park,,"Parco tranquillo, adatto a tutti. Dispone di ampi spazi verdi per lasciar scorrazzare bambini e cani, piccola area giochi con altalene, un campetto da calcio e uno da basket. Sono presenti molti alberi da frutto, sopratutto ciliegi. C’è pure un baretto vicino ai campetti e d’estate viene pure il bibliobus, il camioncino pieno di libri della biblioteca.",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMtMFlIWUF3EAE!2m1!1s0x0:0xd562bd5304327e51!3m1!1s2@1:CIHM0ogKEICAgIC-0YHYAw%7CCgwIw42fmwYQoO7flAM%7C?hl=en-US,4.0,True,,45.4672804,12.218355599999999
reviews_371,reviews,ChIJly7cJ3m2fkcR3Y6NQbz1bHY,Parco Catene,Park,,It's very nice park to enjoy and relaxing even party and small events. There is facilities for dog park.,https://lh3.googleusercontent.com/geougc-cs/AMBA38uQscSCORozOYxNaUHDRhDBZxCD2t6bruVxchjoAmbHkYixkKM5gIrzlkHr2Cu-ZxO8PUipzpBAgzahzllj3qWXdvim-7AFtzlhbiuKGSQN78uNEjyie-7xUh7x9qeNTz8xIHHdJQ,https://lh3.googleusercontent.com/geougc-cs/AMBA38uQscSCORozOYxNaUHDRhDBZxCD2t6bruVxchjoAmbHkYixkKM5gIrzlkHr2Cu-ZxO8PUipzpBAgzahzllj3qWXdvim-7AFtzlhbiuKGSQN78uNEjyie-7xUh7x9qeNTz8xIHHdJQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKaXZqdGh3RRAB!2m1!1s0x0:0x766cf5bc418d8edd!3m1!1s2@1:CIHM0ogKEICAgICJivjthwE%7CCgwIj6vcpAYQ4KimkgE%7C?hl=en-US,5.0,True,,45.476199,12.2051339
reviews_372,reviews,ChIJly7cJ3m2fkcR3Y6NQbz1bHY,Parco Catene,Park,,"Vary nice place to take breath.
Green grass, tree's and overall atmosphere is so pretty.",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNJdE1lZG53RRAB!2m1!1s0x0:0x766cf5bc418d8edd!3m1!1s2@1:CIHM0ogKEICAgMCItMednwE%7CCgwIhJimvwYQ8IGIqQE%7C?hl=en-US,4.0,True,,45.476199,12.2051339
reviews_373,reviews,ChIJly7cJ3m2fkcR3Y6NQbz1bHY,Parco Catene,Park,,"Nice place for party,playing,and relaxing🥰",https://lh3.googleusercontent.com/geougc-cs/AMBA38vRsdRd3VhGdSEPaFOwE7zGJ_5sPKcIIhvNlfurLIeCOWOBSOrXVI1iK-lDL4EZ99gIZdAYJ0mU7sYNtMgZOIPPeKCibBWlsI534fA-H-3NGxfczA12a7cZGOHMSpJItICK3EI,https://lh3.googleusercontent.com/geougc-cs/AMBA38vRsdRd3VhGdSEPaFOwE7zGJ_5sPKcIIhvNlfurLIeCOWOBSOrXVI1iK-lDL4EZ99gIZdAYJ0mU7sYNtMgZOIPPeKCibBWlsI534fA-H-3NGxfczA12a7cZGOHMSpJItICK3EI,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKenVma0tnEAE!2m1!1s0x0:0x766cf5bc418d8edd!3m1!1s2@1:CIHM0ogKEICAgICJzufkKg%7CCgwIkKvrpAYQiOThxQE%7C?hl=en-US,5.0,True,,45.476199,12.2051339
reviews_374,reviews,ChIJly7cJ3m2fkcR3Y6NQbz1bHY,Parco Catene,Park,,"This  park  is  a  nice  place  to  rest  and  relax  when  you  are  tired. The  area  is  good  reading  and  games  like  basket  ball, volleyball  table  tennis  and  a  pool  for  swimming  etc  etc.",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNvLWJHTHFRRRAB!2m1!1s0x0:0x766cf5bc418d8edd!3m1!1s2@1:CIHM0ogKEICAgICo-bGLqQE%7CCgwI_Iul3wUQ8NPaxwI%7C?hl=en-US,3.0,True,,45.476199,12.2051339
reviews_375,reviews,ChIJly7cJ3m2fkcR3Y6NQbz1bHY,Parco Catene,Park,,"It's very nice area to relax and enjoy. Specially playground for kids, dog park, restroom. Restaurant. Football ground etc.",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKM3JyTFJ3EAE!2m1!1s0x0:0x766cf5bc418d8edd!3m1!1s2@1:CIHM0ogKEICAgICJ3rrLRw%7CCgsIqILupAYQsOPdbQ%7C?hl=en-US,5.0,True,,45.476199,12.2051339
reviews_376,reviews,ChIJly7cJ3m2fkcR3Y6NQbz1bHY,Parco Catene,Park,,Wonderful view with Fresh air environment. Pleasant for a quite time,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlb09tQWRBEAE!2m1!1s0x0:0x766cf5bc418d8edd!3m1!1s2@1:CIHM0ogKEICAgIDeoOmAdA%7CCgwIzs_UmQYQ4J2LtQI%7C?hl=en-US,5.0,True,,45.476199,12.2051339
reviews_377,reviews,ChIJly7cJ3m2fkcR3Y6NQbz1bHY,Parco Catene,Park,,it's a beautifull park with lot's of space for all ages people,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5MExmNkJREAE!2m1!1s0x0:0x766cf5bc418d8edd!3m1!1s2@1:CIHM0ogKEICAgICy0Lf6BQ%7CCgwI4LeMgAYQ4PWXwwI%7C?hl=en-US,5.0,True,,45.476199,12.2051339
reviews_378,reviews,ChIJly7cJ3m2fkcR3Y6NQbz1bHY,Parco Catene,Park,,"Big park, place to run, roller skate, play ball games and take the children to play.",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRakl2SzhBRRAB!2m1!1s0x0:0x766cf5bc418d8edd!3m1!1s2@1:CIHM0ogKEICAgICQjIvK8AE%7CCgsI-dbp2QUQwMmVWQ%7C?hl=en-US,5.0,True,,45.476199,12.2051339
